Station,District,Latitude,Longitude,timestamp,river_level
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 23:00:00,0.312
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 00:00:00,0.31
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 01:00:00,0.315
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 02:00:00,0.305
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 03:00:00,0.305
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 04:00:00,0.305
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 05:00:00,0.308
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 06:00:00,0.308
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 07:00:00,0.334
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 08:00:00,0.309
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 09:00:00,0.299
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 10:00:00,0.31
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 11:00:00,0.325
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 12:00:00,0.328
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 13:00:00,0.332
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 14:00:00,0.342
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 15:00:00,0.343
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 16:00:00,0.363
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 17:00:00,0.322
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 18:00:00,0.316
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 19:00:00,0.296
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 20:00:00,0.286
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 21:00:00,0.298
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 22:00:00,0.287
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 23:00:00,0.288
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 00:00:00,0.285
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 01:00:00,0.285
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 02:00:00,0.294
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 03:00:00,0.272
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 04:00:00,0.286
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 05:00:00,0.291
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 06:00:00,0.29
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 07:00:00,0.281
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 08:00:00,0.283
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 09:00:00,0.333
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 10:00:00,0.347
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 11:00:00,0.334
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 12:00:00,0.338
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 13:00:00,0.362
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 14:00:00,0.342
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 15:00:00,0.32
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 16:00:00,0.292
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 17:00:00,0.296
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 18:00:00,0.283
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 19:00:00,0.289
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 20:00:00,0.299
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 21:00:00,0.307
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 22:00:00,0.314
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-01 23:00:00,0.32
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 00:00:00,0.323
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 01:00:00,0.328
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 02:00:00,0.327
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 03:00:00,0.322
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 04:00:00,0.326
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 05:00:00,0.323
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 06:00:00,0.323
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 07:00:00,0.323
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 08:00:00,0.33
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 09:00:00,0.34
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 10:00:00,0.344
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 11:00:00,0.365
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 12:00:00,0.376
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 13:00:00,0.346
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 14:00:00,0.345
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 15:00:00,0.315
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 16:00:00,0.299
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 17:00:00,0.289
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 18:00:00,0.283
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 19:00:00,0.288
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 20:00:00,0.285
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 21:00:00,0.299
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 22:00:00,0.302
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-02 23:00:00,0.306
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 00:00:00,0.318
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 01:00:00,0.322
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 02:00:00,0.33
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 03:00:00,0.337
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 04:00:00,0.332
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 05:00:00,0.333
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 06:00:00,0.321
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 07:00:00,0.329
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 08:00:00,0.334
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 09:00:00,0.34
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 10:00:00,0.35
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 11:00:00,0.398
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 12:00:00,0.399
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 13:00:00,0.361
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 14:00:00,0.358
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 15:00:00,0.353
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 16:00:00,0.346
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 17:00:00,0.348
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 18:00:00,0.339
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 19:00:00,0.334
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 20:00:00,0.337
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 21:00:00,0.336
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 22:00:00,0.301
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-03 23:00:00,0.311
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 00:00:00,0.305
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 01:00:00,0.303
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 02:00:00,0.306
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 03:00:00,0.297
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 04:00:00,0.309
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 05:00:00,0.301
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 06:00:00,0.311
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 07:00:00,0.304
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 08:00:00,0.311
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 09:00:00,0.365
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 11:00:00,0.326
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 12:00:00,0.337
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 13:00:00,0.384
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 14:00:00,0.317
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 15:00:00,0.323
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 16:00:00,0.322
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 17:00:00,0.316
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 18:00:00,0.315
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 19:00:00,0.312
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 20:00:00,0.314
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 21:00:00,0.322
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 22:00:00,0.321
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-04 23:00:00,0.32
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 00:00:00,0.319
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 01:00:00,0.302
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 02:00:00,0.313
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 03:00:00,0.307
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 04:00:00,0.308
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 05:00:00,0.317
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 06:00:00,0.317
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 07:00:00,0.345
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 08:00:00,0.311
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 09:00:00,0.324
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 10:00:00,0.332
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 11:00:00,0.333
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 12:00:00,0.359
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 13:00:00,0.352
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 14:00:00,0.354
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 15:00:00,0.332
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 16:00:00,0.331
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 17:00:00,0.325
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 18:00:00,0.318
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 19:00:00,0.316
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 20:00:00,0.318
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 21:00:00,0.323
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 22:00:00,0.338
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-05 23:00:00,0.343
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 00:00:00,0.346
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 01:00:00,0.339
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 02:00:00,0.348
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 03:00:00,0.342
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 04:00:00,0.348
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 05:00:00,0.343
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 06:00:00,0.341
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 07:00:00,0.343
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 08:00:00,0.348
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 09:00:00,0.359
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 10:00:00,0.378
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 11:00:00,0.375
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 12:00:00,0.412
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 13:00:00,0.415
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 14:00:00,0.378
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 15:00:00,0.389
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 16:00:00,0.368
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 17:00:00,0.37
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 18:00:00,0.361
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 19:00:00,0.364
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 20:00:00,0.358
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 21:00:00,0.347
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 22:00:00,0.343
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-06 23:00:00,0.335
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 00:00:00,0.331
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 01:00:00,0.33
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 02:00:00,0.332
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 03:00:00,0.328
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 04:00:00,0.328
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 05:00:00,0.329
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 06:00:00,0.322
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 07:00:00,0.323
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 08:00:00,0.333
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 09:00:00,0.345
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 10:00:00,0.416
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 11:00:00,0.384
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 12:00:00,0.405
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 13:00:00,0.41
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 14:00:00,0.366
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 15:00:00,0.353
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 16:00:00,0.35
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 17:00:00,0.348
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 18:00:00,0.353
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 19:00:00,0.337
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 20:00:00,0.339
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 21:00:00,0.332
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 22:00:00,0.337
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-07 23:00:00,0.332
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 00:00:00,0.334
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 01:00:00,0.331
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 02:00:00,0.338
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 03:00:00,0.345
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 04:00:00,0.344
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 05:00:00,0.335
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 06:00:00,0.35
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 07:00:00,0.345
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 08:00:00,0.355
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 09:00:00,0.41
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 10:00:00,0.393
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 11:00:00,0.411
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 12:00:00,0.383
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 13:00:00,0.41
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 14:00:00,0.37
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 15:00:00,0.359
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 16:00:00,0.356
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 17:00:00,0.371
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 18:00:00,0.354
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 19:00:00,0.358
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 20:00:00,0.351
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 21:00:00,0.348
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 22:00:00,0.341
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-08 23:00:00,0.353
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 00:00:00,0.346
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 01:00:00,0.348
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 02:00:00,0.355
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 03:00:00,0.362
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 04:00:00,0.358
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 05:00:00,0.355
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 06:00:00,0.356
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 07:00:00,0.356
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 08:00:00,0.364
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 09:00:00,0.384
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 10:00:00,0.382
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 11:00:00,0.428
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 12:00:00,0.409
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 13:00:00,0.416
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 14:00:00,0.39
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 15:00:00,0.392
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 16:00:00,0.383
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 17:00:00,0.369
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 18:00:00,0.369
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 19:00:00,0.368
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 20:00:00,0.361
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 21:00:00,0.362
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 22:00:00,0.362
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-09 23:00:00,0.361
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-10 00:00:00,0.366
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-10 01:00:00,0.362
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-10 02:00:00,0.373
