Station,District,Latitude,Longitude,timestamp,river_level,rainfall_mm,rainfall_6h,rainfall_24h,river_level_change_1h,river_level_change_6h,river_level_change_24h,river_level_mean_6h,river_level_max_24h
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 06:00:00,0.308,0.0,0.0,0.0,0.0,-0.0020000000000000018,0.0010000000000000009,0.30766666666666664,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 06:00:00,0.164,0.0,0.0,0.0,0.0050000000000000044,0.018000000000000016,0.0,0.153,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 06:00:00,4.228,0.0,0.0,0.0,0.0009999999999994458,0.006999999999999673,0.07299999999999951,4.225833333333333,4.228
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 07:00:00,0.334,0.0,0.0,0.0,0.026000000000000023,0.019000000000000017,0.030000000000000027,0.31083333333333335,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 07:00:00,0.184,0.0,0.0,0.0,0.01999999999999999,0.03900000000000001,0.0,0.1595,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 07:00:00,4.231,0.0,0.0,0.0,0.0030000000000001137,0.006999999999999673,0.07299999999999951,4.226999999999999,4.231
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 08:00:00,0.309,7.0,7.0,7.0,-0.025000000000000022,0.0040000000000000036,0.0010000000000000009,0.3115,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 08:00:00,0.195,0.0,0.0,0.0,0.01100000000000001,0.048000000000000015,0.0,0.16749999999999998,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 08:00:00,4.236,0.0,0.0,0.0,0.004999999999999893,0.01100000000000012,0.06799999999999962,4.228833333333333,4.236
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 09:00:00,0.299,7.0,14.0,14.0,-0.010000000000000009,-0.006000000000000005,-0.038000000000000034,0.3105,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 09:00:00,0.201,0.0,0.0,0.0,0.006000000000000005,0.05200000000000002,0.0,0.17616666666666667,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 09:00:00,4.243,0.0,0.0,0.0,0.007000000000000561,0.018000000000000682,0.06200000000000028,4.231833333333333,4.243
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 10:00:00,0.31,7.0,21.0,21.0,0.01100000000000001,0.0050000000000000044,-0.04099999999999998,0.3113333333333333,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 10:00:00,0.219,0.0,0.0,0.0,0.017999999999999988,0.065,0.0,0.18700000000000003,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 10:00:00,4.251,0.0,0.0,0.0,0.008000000000000007,0.025000000000000355,0.06099999999999994,4.236,4.251
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 11:00:00,0.325,0.0,21.0,21.0,0.015000000000000013,0.017000000000000015,-0.06,0.3141666666666667,0.366
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 11:00:00,0.229,0.0,0.0,0.0,0.010000000000000009,0.07,0.0,0.19866666666666666,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 11:00:00,4.252,0.0,0.0,0.0,0.0009999999999994458,0.024999999999999467,0.05600000000000005,4.240166666666666,4.252
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 12:00:00,0.328,0.0,21.0,21.0,0.0030000000000000027,0.020000000000000018,-0.015000000000000013,0.3175,0.366
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 12:00:00,0.241,0.0,0.0,0.0,0.011999999999999983,0.07699999999999999,0.0,0.21150000000000002,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 12:00:00,4.261,0.0,0.0,0.0,0.009000000000000341,0.03300000000000036,0.054999999999999716,4.245666666666668,4.261
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 13:00:00,0.332,0.0,21.0,21.0,0.0040000000000000036,-0.0020000000000000018,-0.0020000000000000018,0.31716666666666665,0.366
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 13:00:00,0.251,0.0,0.0,0.0,0.010000000000000009,0.067,-1.024,0.22266666666666665,0.502
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 13:00:00,4.269,0.0,0.0,0.0,0.008000000000000007,0.038000000000000256,0.05400000000000027,4.252,4.269
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 14:00:00,0.342,0.0,14.0,21.0,0.010000000000000009,0.03300000000000003,-0.023999999999999966,0.3226666666666667,0.342
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 14:00:00,0.248,0.0,0.0,0.0,-0.0030000000000000027,0.05299999999999999,-0.254,0.23150000000000004,0.251
